b8:27:eb:9f:6b:77,38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,80:8d:b7:55:35:03,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:92,80:8d:b7:55:35:10,80:8d:b7:55:35:00,80:8d:b7:55:35:13,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b0:be:76:f8:30:5e,38:17:c3:1f:01:80,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:39:c2,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:50:24:b2,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:df:06:50,38:17:c3:19:d7:62,60:32:b1:3e:1a:b7,38:17:c3:19:d7:60,b4:5d:50:e1:92:23,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,72:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,38:17:c3:19:d7:61,38:17:c3:19:45:b1,80:8d:b7:55:39:c0,38:17:c3:19:45:b2,38:17:c3:19:45:b0,00:4e:35:df:06:42,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,00:4e:35:df:06:40,00:4e:35:df:06:41,80:8d:b7:55:25:e1,60:32:b1:3e:1a:b8,38:17:c3:19:55:52,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,80:8d:b7:55:25:e0,38:17:c3:19:55:51,38:17:c3:19:55:50,b4:5d:50:e1:96:53,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:09:93,38:17:c3:1f:09:90,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:45:a0,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:21,38:17:c3:19:71:90,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:00,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:30,38:17:c3:1f:09:83,38:17:c3:1e:ff:02,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:19:55:42,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:22:31,44:48:c1:91:95:b2,44:48:c1:91:95:b3,b4:5d:50:e1:92:20,38:17:c3:1e:ff:01,b4:5d:50:e1:92:22,00:4e:35:de:e1:00,38:17:c3:1f:08:50,00:4e:35:df:0e:12,68:ff:7b:e4:af:38,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:43,00:4e:35:de:d7:51,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:20,38:17:c3:19:36:30,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:1f:08:42,38:17:c3:1f:22:22,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:71:82,a8:bd:27:4c:bd:21,38:17:c3:1e:fc:b0,a8:bd:27:4c:bd:22,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:01,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1f:0f:92,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:01,38:17:c3:19:71:80,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:de:d7:42,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,timestamp
-34,-100,-77,-100,-100,-100,-100,-100,-89,-100,-84,-85,-85,-100,-100,-100,-100,-91,-100,-89,-100,-100,-52,-100,-100,-100,-74,-74,-74,-89,-88,-87,-80,-81,-100,-80,-80,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-69,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-75,-85,-77,-74,-74,-100,-100,-75,-100,-86,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,86,26684402868261
-38,-100,-79,-100,-100,-100,-100,-91,-100,-100,-79,-80,-79,-100,-87,-85,-100,-86,-100,-87,-100,-100,-49,-100,-100,-100,-73,-74,-74,-85,-84,-84,-79,-79,-100,-79,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-68,-70,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-90,-100,-100,-100,-100,-100,-72,-85,-80,-72,-72,-100,-100,-74,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-76,-76,-76,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,86,26686982235081
-39,-100,-80,-100,-100,-100,-100,-100,-100,-100,-78,-79,-78,-100,-90,-100,-100,-91,-100,-89,-100,-100,-54,-100,-100,-100,-79,-79,-79,-84,-84,-83,-84,-84,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-68,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-85,-100,-100,-72,-85,-100,-72,-73,-100,-100,-76,-100,-86,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-78,-78,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,86,26689634907428
-36,-100,-72,-100,-100,-100,-100,-100,-100,-100,-82,-83,-81,-100,-85,-86,-100,-85,-100,-85,-100,-100,-41,-100,-100,-100,-73,-74,-74,-88,-87,-87,-74,-73,-81,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-73,-69,-75,-100,-100,-100,-100,-100,-82,-100,-100,-79,-79,-100,-89,-100,-100,-100,-100,-100,-81,-100,-79,-100,-81,-83,-100,-72,-100,-82,-82,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-80,-100,-77,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,71,26738359365511
-36,-100,-74,-100,-100,-86,-85,-86,-100,-100,-86,-85,-85,-100,-86,-86,-100,-85,-100,-86,-100,-100,-41,-100,-100,-100,-73,-73,-73,-87,-100,-100,-78,-77,-100,-78,-77,-90,-100,-100,-100,-100,-91,-91,-90,-100,-100,-100,-100,-100,-100,-100,-72,-69,-72,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-82,-82,-100,-100,-74,-100,-87,-86,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-76,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,71,26741023409058
-36,-100,-80,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-88,-88,-100,-88,-100,-87,-100,-100,-38,-100,-100,-100,-73,-73,-73,-89,-89,-89,-75,-76,-100,-76,-76,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-68,-73,-100,-100,-100,-100,-100,-84,-100,-100,-78,-78,-100,-90,-100,-100,-100,-100,-100,-82,-85,-79,-82,-82,-100,-100,-74,-100,-82,-100,-72,-75,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,71,26743682101094
-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-83,-83,-82,-100,-100,-100,-100,-91,-100,-90,-100,-100,-39,-100,-100,-100,-78,-79,-79,-91,-91,-91,-80,-81,-83,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-68,-73,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-87,-100,-77,-100,-86,-89,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-79,-79,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,71,26746263339996
-37,-100,-73,-100,-100,-100,-100,-100,-100,-100,-83,-85,-84,-100,-87,-88,-100,-87,-100,-88,-100,-100,-39,-100,-100,-100,-75,-74,-74,-90,-88,-88,-75,-74,-100,-75,-74,-100,-100,-100,-100,-100,-91,-90,-89,-100,-100,-90,-100,-100,-100,-100,-70,-67,-69,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-78,-84,-77,-100,-78,-100,-100,-72,-100,-83,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-100,-79,-100,-100,-100,-100,-67,-68,-100,-100,-100,-100,-100,-100,-87,-100,-92,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,71,26748921726668
-35,-100,-72,-100,-100,-100,-87,-100,-100,-100,-83,-84,-84,-100,-87,-87,-100,-87,-100,-88,-100,-100,-40,-100,-100,-100,-74,-74,-74,-100,-100,-100,-75,-75,-78,-75,-76,-100,-100,-100,-100,-100,-91,-91,-89,-100,-100,-89,-100,-100,-100,-100,-71,-67,-69,-100,-100,-100,-100,-100,-83,-100,-100,-81,-80,-100,-88,-100,-100,-100,-100,-100,-84,-100,-80,-82,-84,-82,-100,-73,-100,-80,-83,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-87,-100,-91,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,71,26751825841332
-34,-100,-76,-100,-100,-100,-100,-87,-86,-100,-78,-79,-79,-100,-87,-100,-100,-88,-100,-90,-100,-100,-55,-100,-100,-100,-76,-76,-76,-91,-91,-90,-81,-81,-100,-82,-81,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-77,-100,-82,-91,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,40,26804377709536
-34,-100,-75,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-86,-87,-100,-86,-100,-86,-100,-100,-58,-100,-100,-100,-76,-100,-76,-87,-88,-88,-83,-83,-86,-84,-83,-100,-100,-100,-100,-100,-100,-89,-93,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-75,-100,-80,-75,-75,-100,-100,-75,-100,-82,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-77,-78,-77,-100,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-90,-91,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,40,26806959043803
-34,-84,-74,-85,-84,-100,-100,-100,-100,-100,-80,-79,-79,-100,-86,-86,-100,-86,-100,-87,-100,-100,-45,-100,-100,-100,-80,-80,-80,-89,-88,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-88,-89,-100,-100,-81,-81,-100,-91,-100,-100,-100,-100,-100,-75,-87,-81,-74,-75,-90,-100,-74,-100,-87,-91,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-84,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-85,-75,-100,-100,-100,-85,-84,-100,-100,-91,-100,-76,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,40,26809622448704
-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-88,-100,-100,-88,-100,-88,-100,-100,-49,-100,-100,-100,-75,-75,-75,-94,-100,-100,-82,-81,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-82,-82,-100,-100,-78,-100,-85,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-86,-85,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,40,26812265265322
-33,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-78,-78,-100,-87,-88,-100,-87,-100,-87,-100,-100,-47,-100,-100,-100,-82,-82,-82,-90,-90,-100,-89,-91,-100,-89,-100,-88,-100,-100,-100,-100,-92,-91,-93,-100,-100,-100,-100,-100,-100,-100,-73,-71,-71,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-75,-83,-83,-100,-75,-100,-100,-75,-100,-84,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-78,-84,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-70,-100,-100,-100,-85,-85,-90,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,40,26814912442616
-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-83,-84,-100,-84,-100,-84,-100,-100,-55,-100,-100,-100,-76,-76,-100,-87,-88,-88,-83,-83,-100,-82,-83,-100,-100,-100,-100,-100,-91,-90,-90,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-90,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-77,-76,-100,-100,-75,-100,-84,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-88,-100,-100,-92,-100,-100,-74,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,40,26817506056156
-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-89,-100,-89,-100,-100,-47,-100,-100,-100,-78,-78,-76,-83,-83,-83,-84,-83,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-85,-68,-100,-100,-100,-84,-85,-100,-100,-100,-100,-67,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,25,26858558929569
-35,-86,-77,-85,-85,-100,-100,-100,-100,-100,-83,-84,-82,-100,-100,-89,-100,-89,-100,-89,-100,-100,-47,-100,-100,-100,-78,-78,-77,-83,-83,-84,-83,-85,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-86,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-85,-70,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-84,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,25,26861197117540
-34,-86,-77,-86,-87,-100,-100,-100,-87,-100,-80,-82,-82,-100,-100,-100,-100,-90,-100,-90,-100,-100,-47,-100,-100,-100,-100,-79,-100,-84,-82,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-89,-100,-100,-91,-100,-100,-79,-81,-79,-80,-79,-100,-100,-80,-100,-89,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,25,26863683271642
-33,-100,-77,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-100,-100,-100,-89,-100,-88,-100,-100,-46,-100,-100,-100,-77,-76,-76,-84,-84,-84,-85,-84,-100,-83,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-89,-100,-100,-100,-100,-100,-78,-100,-100,-79,-78,-100,-100,-80,-100,-89,-90,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-81,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-69,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,25,26866349365553
-35,-87,-100,-86,-88,-88,-88,-88,-100,-100,-81,-80,-81,-100,-87,-88,-100,-87,-100,-87,-100,-100,-51,-100,-100,-100,-80,-80,-80,-85,-84,-84,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-88,-100,-100,-91,-100,-100,-80,-81,-83,-75,-100,-100,-100,-79,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-81,-82,-82,-100,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-85,-70,-100,-100,-100,-84,-85,-100,-100,-100,-100,-69,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,25,26869025395872
